full_name,name,owner.login,owner.type,created_at,description,forks_count,stargazers_count,watchers_count,has_downloads,has_pages,has_issues,has_wiki
dpastoor/qpc,qpc,dpastoor,User,2015-01-03T18:00:09Z,package for performing quantitative predictive checks,0,1,1,True,False,True,True
cran/NHPoisson,NHPoisson,cran,Organization,2014-03-12T19:37:55Z,Modelling and validation of non homogeneous Poisson processes,0,2,2,True,False,False,False
ropensci/rAltmetric,rAltmetric,ropensci,Organization,2012-09-28T00:16:41Z,Query and visualize metrics from altmetric.com,5,8,8,True,True,True,True
betabandido/exptools,exptools,betabandido,User,2014-12-06T07:34:12Z,Useful tools for computer science research experiments,0,0,0,True,False,True,True
berndbischl/bbcompr,bbcompr,berndbischl,User,2014-11-05T21:59:31Z,Interface to bbcomp,0,0,0,True,False,True,True
yshan17/HMD,HMD,yshan17,User,2014-11-25T12:38:35Z,On the study of Hierarchical Multi-Dictionary for sentence awareness,0,0,0,True,False,True,True
samanthajdalton/linearclassifier,linearclassifier,samanthajdalton,User,2015-02-13T00:05:05Z,,0,0,0,True,False,True,True
cran/coefficientalpha,coefficientalpha,cran,Organization,2014-03-13T04:17:36Z,Robust Cronbach's alpha with missing and non-normal data,0,0,0,True,False,False,False
cran/FlexParamCurve,FlexParamCurve,cran,Organization,2014-03-12T18:55:09Z,Tools to Fit Flexible Parametric Curves,0,0,0,True,False,False,False
lingani/swiftcap,swiftcap,lingani,User,2015-04-25T03:54:28Z,,0,0,0,True,False,True,True
jakegaecke/r-utils,r-utils,jakegaecke,User,2014-12-23T17:41:19Z,General Purpose R Code,0,0,0,True,False,True,True
RemyNicolle/CoRegNet-release,CoRegNet-release,RemyNicolle,User,2014-10-23T12:36:35Z,,0,0,0,True,False,True,True
cran/D2C,D2C,cran,Organization,2014-11-10T17:44:42Z,Predicting Causal Direction from Dependency Features,0,0,0,True,False,False,False
Bioconductor-mirror/CNORfeeder,CNORfeeder,Bioconductor-mirror,Organization,2015-03-27T13:08:48Z,,0,0,0,False,False,False,False
sandersone/twd1,twd1,sandersone,User,2014-10-08T14:03:56Z,,0,0,0,True,False,True,True
dichika/connpass,connpass,dichika,User,2015-01-27T15:35:42Z,,0,0,0,True,False,True,True
noamross/upipe,upipe,noamross,User,2015-03-26T22:23:40Z,,0,6,6,True,False,True,True
simecek/mhnet,mhnet,simecek,User,2014-01-06T19:56:12Z,The Metropolis-Hastings simulation over Bayesian networks,0,0,0,True,False,True,True
cran/choroplethrAdmin1,choroplethrAdmin1,cran,Organization,2014-12-02T15:44:39Z,Contains an Administrative-Level-1 Map of the World,0,0,0,True,False,False,False
ccagc/QDNAseq-release,QDNAseq-release,ccagc,Organization,2014-04-12T11:40:17Z,QDNAseq package for Bioconductor 3.1,0,1,1,True,False,True,False
johnbaums/jagstools,jagstools,johnbaums,User,2012-06-07T05:57:19Z,R functions to filter rjags object summaries.,1,3,3,True,False,True,True
cran/myTAI,myTAI,cran,Organization,2014-11-02T00:44:45Z,A framework to perform phylotranscriptomics analyses for,0,0,0,True,False,False,False
shinra-dev/memuse,memuse,shinra-dev,Organization,2013-05-23T03:24:59Z,An R package of utilities for benchmarking and optimization,1,15,15,True,False,True,True
kjhealy/kjhutils,kjhutils,kjhealy,User,2013-05-04T22:09:37Z,Convenience functions for use in R.,0,0,0,True,False,True,True
Bioconductor-mirror/ppiStats,ppiStats,Bioconductor-mirror,Organization,2015-03-27T19:00:30Z,,0,0,0,False,False,False,False
Bioconductor-mirror/mosaics,mosaics,Bioconductor-mirror,Organization,2015-03-27T16:55:34Z,,0,0,0,False,False,False,False
Bioconductor-mirror/nudge,nudge,Bioconductor-mirror,Organization,2015-03-27T16:57:06Z,,0,0,0,False,False,False,False
ropensci/historydata,historydata,ropensci,Organization,2014-09-22T01:53:44Z,An R data package with datasets for historians,8,19,19,True,False,True,True
Kagereki/RPerio,RPerio,Kagereki,User,2015-01-03T19:34:05Z,Tools for Case Definitions and prevalences in Population-Based Surveillance of Periodontitis,0,0,0,True,False,True,True
casallas/artR,artR,casallas,User,2013-12-16T05:10:53Z,Aligned Rank TransformR: An R port of Jacob Wobbrock's ARTool (https://depts.washington.edu/aimgroup/proj/art/),0,1,1,True,False,True,True
joshuaulrich/xtsExtra,xtsExtra,joshuaulrich,User,2015-02-09T12:47:07Z,"Supplementary xts functionality, and development platform for GSoC projects",1,4,4,True,False,True,True
scharne/plotrater,plotrater,scharne,User,2015-01-27T13:52:45Z,,0,0,0,True,False,True,True
kirillseva/dokk,dokk,kirillseva,User,2015-03-10T19:54:52Z,Docker utilities for R,0,2,2,True,False,True,True
cran/BACA,BACA,cran,Organization,2015-01-10T17:44:21Z,Bubble Chart to compare Biological Annotations by using DAVID,0,0,0,True,False,False,False
cran/evmix,evmix,cran,Organization,2014-03-13T04:36:26Z,"Extreme Value Mixture Modelling, Threshold Estimation and",0,0,0,True,False,False,False
cran/ape,ape,cran,Organization,2014-03-13T03:56:35Z,Analyses of Phylogenetics and Evolution,0,1,1,True,False,False,False
cran/RFmarkerDetector,RFmarkerDetector,cran,Organization,2015-01-10T05:44:29Z,Multivariate Analysis of Metabolomics Data using Random Forests,0,0,0,True,False,False,False
cran/texmexseq,texmexseq,cran,Organization,2015-03-11T18:44:05Z,Treatment Effect eXplorer for Microbial Ecology eXperiments,0,0,0,True,False,False,False
ahebrank/edatparser,edatparser,ahebrank,User,2015-01-10T19:37:27Z,Parse the edat/edat2 txt recovery files into R data.frames,0,0,0,True,False,True,True
cran/G2Sd,G2Sd,cran,Organization,2014-03-12T18:56:54Z,Grain-size Statistics and Description of Sediment,0,0,0,True,False,False,False
Bioconductor-mirror/dualKS,dualKS,Bioconductor-mirror,Organization,2015-03-27T15:41:48Z,,0,0,0,False,False,False,False
Bioconductor-mirror/BEclear,BEclear,Bioconductor-mirror,Organization,2015-04-14T23:29:46Z,,0,0,0,False,False,False,False
Bioconductor-mirror/qvalue,qvalue,Bioconductor-mirror,Organization,2015-03-27T19:02:04Z,,0,0,0,False,False,False,False
cran/rgrass7,rgrass7,cran,Organization,2015-03-11T10:44:11Z,Interface Between GRASS 7 Geographical Information System and R,0,1,1,True,False,False,False
malnirav/hiReadsProcessor,hiReadsProcessor,malnirav,User,2011-12-15T03:25:07Z,Process LM-PCR product libraries,0,1,1,True,False,True,True
cran/seismicRoll,seismicRoll,cran,Organization,2015-03-11T18:44:01Z,Fast Rolling Functions for Seismology using Rcpp,0,0,0,True,False,False,False
PRIDE-R/prideRstats,prideRstats,PRIDE-R,Organization,2014-12-03T10:14:45Z,Functions to calculate statistics on top of prideR retrieved data,0,0,0,True,False,True,True
cran/fsia,fsia,cran,Organization,2015-01-13T17:44:50Z,Import and Analysis of OMR Data from FormScanner,0,0,0,True,False,False,False
robertzk/mungebits,mungebits,robertzk,User,2013-12-20T00:02:18Z,R mungebits,0,2,2,True,False,True,True
lcallot/lassovar,lassovar,lcallot,User,2014-09-01T19:05:50Z,Estimation and forecasting of VAR model with the Lasso,0,0,0,True,False,True,True
cran/maptools,maptools,cran,Organization,2014-03-13T05:15:53Z,Tools for reading and handling spatial objects,0,0,0,True,False,False,False
InfrastructureAnalytics/amortization,amortization,InfrastructureAnalytics,Organization,2015-03-03T17:12:18Z,Estimates amortization profiles from acquisitions,0,0,0,True,False,True,True
cran/traj,traj,cran,Organization,2014-10-22T16:44:52Z,Trajectory Analysis,0,0,0,True,False,False,False
Predixion/predixionapi,predixionapi,Predixion,Organization,2015-04-09T04:19:12Z,API for calling Predixion Insight from R,0,0,0,True,False,True,True
cran/EMP,EMP,cran,Organization,2014-04-02T14:16:48Z,Estimates EMP following Verbraken et al. (2014),0,0,0,True,False,False,False
valcu/MV,MV,valcu,User,2013-12-12T12:12:22Z,a random collection of R functions,0,0,0,True,False,True,True
wevanjohnson/ASSIGN,ASSIGN,wevanjohnson,User,2014-12-02T19:46:25Z,ASSIGN is an R package for adaptive profiling of genomic signatures,4,1,1,True,False,True,True
kkmann/lm2word,lm2word,kkmann,User,2015-04-17T08:58:52Z,,0,0,0,True,False,True,True
cran/RandomFields,RandomFields,cran,Organization,2014-03-13T03:21:25Z,Simulation and Analysis of Random Fields,0,0,0,True,False,True,True
cran/reader,reader,cran,Organization,2014-03-13T06:03:58Z,A suite of functions to flexibly read data from files,0,0,0,True,False,False,False
whughes1/Climarkplus,Climarkplus,whughes1,User,2014-08-24T01:55:30Z,Extended  Markov Modelling,0,0,0,True,False,True,True
duncantl/RTypeInference,RTypeInference,duncantl,User,2013-04-25T11:43:04Z,Tools for inferring the types of inputs and outputs for functions and expressions,1,4,4,True,False,True,True
cran/geoR,geoR,cran,Organization,2014-03-13T04:50:30Z,Analysis of geostatistical data,1,0,0,True,False,False,False
geanes/bioanth,bioanth,geanes,User,2015-02-22T02:29:45Z,"An R package that provides datasets useful for biological and forensic anthropology. In addition, it includes helper functions for working with dataframes.",0,0,0,True,False,True,True
Bioconductor-mirror/OrderedList,OrderedList,Bioconductor-mirror,Organization,2015-03-27T14:11:42Z,,0,0,0,False,False,False,False
AKLLaursen/powerfor,powerfor,AKLLaursen,User,2015-02-16T09:31:56Z,"powerfor contains all code written by Andreas Keller Leth Laursen for the master thesis: ""An Empirical Comparison of Models for Forecasting Electricity Prices.",0,0,0,True,False,True,True
CodyStatisticsSolutions/SSP,SSP,CodyStatisticsSolutions,User,2015-02-18T17:59:38Z,Statistics Solutions Pro R codes,0,0,0,True,False,True,True
vanatteveldt/frogr,frogr,vanatteveldt,User,2014-10-22T11:34:32Z,R client for the frog tagger and parser for Dutch ,1,1,1,True,False,True,True
cran/rr,rr,cran,Organization,2015-02-08T01:43:58Z,Statistical Methods for the Randomized Response Technique,1,1,1,True,False,False,False
cran/BAT,BAT,cran,Organization,2014-08-19T12:45:02Z,Biodiversity Assessment Tools,0,0,0,True,False,False,False
tussilago/Qbase,Qbase,tussilago,User,2014-08-26T13:14:53Z,R package,0,0,0,True,False,True,True
janhoo/crecs,crecs,janhoo,User,2015-02-20T11:16:43Z,Comfy Multivariate Regression and Cross-validation with Spatial Objects,0,0,0,True,False,True,True
wsuksavate/LazyR,LazyR,wsuksavate,User,2015-03-08T21:30:56Z,,0,0,0,True,False,True,True
Hackout2/epimap,epimap,Hackout2,Organization,2015-02-11T10:23:37Z,Repo for the map team,0,1,1,True,False,True,True
Bioconductor-mirror/switchBox,switchBox,Bioconductor-mirror,Organization,2015-03-27T19:08:42Z,,0,0,0,False,False,False,False
wan9c9/carxPackage,carxPackage,wan9c9,User,2015-01-21T18:09:38Z,an R package to estimate the Censored Autoregressive model with eXgenenous Variables,0,0,0,True,False,True,True
Bioconductor-mirror/geneplotter,geneplotter,Bioconductor-mirror,Organization,2015-03-27T15:52:14Z,,0,0,0,False,False,False,False
cran/PCIT,PCIT,cran,Organization,2014-03-12T19:43:51Z,PCIT algorithm - Partial Correlation Coefficient with,0,0,0,True,False,False,False
wbuchanan/concerto,concerto,wbuchanan,User,2015-04-24T22:00:24Z,Personal fork of the Concerto Platform for assessments in R,0,0,0,True,False,True,True
asgr/magicaxis,magicaxis,asgr,User,2013-10-05T11:12:59Z,Version 1.7 of the R magicaxis package,1,0,0,True,False,True,True
Airpino/HistDAWass,HistDAWass,Airpino,User,2015-02-17T15:28:53Z,An R package for histogram data analysis,0,0,0,True,False,True,True
hofnerb/lethal,lethal,hofnerb,User,2014-11-28T11:10:28Z,Compute lethal doses for count data based on generalized additive models (GAMs) together with parametric bootstrap confidence intervals for the lethal dose,0,1,1,True,False,True,True
thl-mjv/euromomo,euromomo,thl-mjv,User,2014-10-07T10:57:02Z,Developement branch for the EuroMoMo hackathon,2,1,1,True,False,True,True
Bioconductor-mirror/lpNet,lpNet,Bioconductor-mirror,Organization,2015-03-27T16:48:00Z,,0,0,0,False,False,False,False
c5sire/abc,abc,c5sire,User,2015-03-05T16:08:43Z,,0,0,0,True,False,True,True
vst/callfest,callfest,vst,User,2014-12-13T05:50:11Z,An R Package for calling functions over a combination of arguments,0,0,0,True,False,True,True
pjnewcombe/R2BGLiMS,R2BGLiMS,pjnewcombe,User,2014-04-24T13:03:38Z,R wrapper for a Java Bayesian GLM variable selection package,1,0,0,True,False,True,True
52North/sensorweb4R,sensorweb4R,52North,Organization,2014-10-02T08:43:07Z,Access to sensor data using the 52°North Sensor Web Client API,5,1,1,True,False,True,True
tmcd82070/Rdistance,Rdistance,tmcd82070,User,2013-06-25T21:46:54Z,Line-transect R package,0,0,0,True,False,True,True
Bioconductor-mirror/flowCHIC,flowCHIC,Bioconductor-mirror,Organization,2015-03-27T15:44:47Z,,0,0,0,False,False,False,False
wrathematics/Rglm2,Rglm2,wrathematics,User,2014-11-09T06:23:03Z,A high-level interface to the linear model fitters available in the linmod package.,0,0,0,True,False,True,True
jtleek/sva-devel,sva-devel,jtleek,User,2014-06-05T02:09:23Z,,7,4,4,True,False,True,True
cran/randomUniformForest,randomUniformForest,cran,Organization,2014-05-29T14:44:29Z,Random Uniform Forests for Classification and Regression,0,1,1,True,False,False,False
mirsinarm/big.data.frame,big.data.frame,mirsinarm,User,2014-12-02T21:20:21Z,,0,0,0,True,False,True,True
weiyi-bitw/cafr,cafr,weiyi-bitw,User,2013-02-22T19:52:54Z,Attractor finding algorithm,2,2,2,True,False,True,True
duncantl/Rllvm,Rllvm,duncantl,User,2012-04-01T16:57:16Z,R interface to LLVM C++ API to be able to create compiled code from within R,7,27,27,True,False,True,True
cran/Cprob,Cprob,cran,Organization,2014-03-12T18:39:11Z,Conditional probability function of a competing event,0,0,0,True,False,False,False
ropensci/rentrez,rentrez,ropensci,Organization,2012-02-11T23:44:24Z,talk with NCBI entrez using R,9,40,40,True,True,True,True
cran/d3Network,d3Network,cran,Organization,2014-03-13T04:22:40Z,Tools for creating D3 JavaScript network and tree graphs from R,1,0,0,True,False,False,False
aaronolsen/StereoMorph,StereoMorph,aaronolsen,User,2014-08-24T02:18:03Z,R package for the collection of 3D points and curves using a stereo camera setup.,0,1,1,True,False,True,True
cran/doBy,doBy,cran,Organization,2014-03-13T04:28:51Z,"doBy - Groupwise summary statistics, LSmeans, general linear",0,0,0,True,False,False,False
gritsystems/LSPRClient,LSPRClient,gritsystems,Organization,2015-04-24T07:40:55Z,An R client for the LSP REST API,0,0,0,True,False,True,True
cran/vitality,vitality,cran,Organization,2014-03-13T06:45:43Z,vitality: Fitting routines for the Vitality family of mortality,0,0,0,True,False,False,False
ThierryO/INBOtheme,INBOtheme,ThierryO,User,2014-08-05T09:24:27Z,A collection of ggplot2 themes,1,0,0,True,False,True,True
cran/roxygen2,roxygen2,cran,Organization,2014-03-13T06:10:07Z,In-source documentation for R,1,2,2,True,False,False,False
jrwishart/mwaved,mwaved,jrwishart,User,2014-07-11T03:46:00Z,mWaveD - R package,0,0,0,True,False,True,True
krlmlr/dfunbind,dfunbind,krlmlr,User,2014-11-06T09:58:46Z,Column-wise loading of large data frames for authors of R packages,0,0,0,True,False,True,True
decisionpatterns/dup.actions,dup.actions,decisionpatterns,Organization,2014-07-18T19:49:17Z,Function for handling duplicate values in data,0,0,0,True,False,True,True
cran/gamlss.demo,gamlss.demo,cran,Organization,2014-03-13T04:47:55Z,Demos for GAMLSS,0,0,0,True,False,False,False
cran/pheatmap,pheatmap,cran,Organization,2014-03-13T05:46:12Z,Pretty Heatmaps,0,0,0,True,False,False,False
cran/EnsembleBase,EnsembleBase,cran,Organization,2014-11-22T07:44:34Z,"Extensible Package for Parallel, Batch Training of Base Learners",0,0,0,True,False,False,False
rbuhler/analyz,analyz,rbuhler,User,2014-11-18T00:31:23Z,Development of an R package for statistical analysis.,0,0,0,True,False,True,True
ysamwang/mixedMem,mixedMem,ysamwang,User,2015-01-30T17:27:18Z,Variational Inference for Mixed Membership Models,0,0,0,True,False,True,True
kleinschmidt/phonetic-sup-unsup,phonetic-sup-unsup,kleinschmidt,User,2015-03-17T02:26:32Z,Data and analysis for supervised/unsupervised phonetic adaptation experiment,0,0,0,True,False,True,True
kendonB/gistools,gistools,kendonB,User,2014-10-28T03:34:52Z,My collection of gis tools,1,1,1,True,False,True,True
bjw34032/oro.dicom,oro.dicom,bjw34032,User,2015-03-25T18:31:35Z,,0,0,0,True,False,True,True
cran/partools,partools,cran,Organization,2015-01-03T07:44:57Z,Tools for the 'Parallel' Package,0,0,0,True,False,False,False
jsubei/IRDTunaAtlas,IRDTunaAtlas,jsubei,User,2013-11-15T14:27:44Z,,0,0,0,True,False,True,True
cran/UNF,UNF,cran,Organization,2014-03-13T17:03:04Z,Tools for creating universal numeric fingerprints for data. ,0,0,0,True,False,False,False
jimhester/testFail,testFail,jimhester,User,2015-03-16T12:42:59Z,simple package that demonstrates testthat failures,0,0,0,True,False,True,True
richierocks/learningr,learningr,richierocks,User,2013-09-13T16:21:17Z,"Data and functions to accompany the book ""Learning R"".",14,14,14,True,False,True,True
cran/hornpa,hornpa,cran,Organization,2015-03-03T01:44:20Z,Horn's (1965) Test to Determine the Number of Components/Factors,0,0,0,True,False,False,False
hoxo-m/lambdaR,lambdaR,hoxo-m,User,2014-11-23T09:39:26Z,Lambda expressions in R,1,3,3,True,False,True,True
cran/gumbel,gumbel,cran,Organization,2014-03-13T04:57:48Z,Gumbel copula,0,0,0,True,False,False,False
TiphaineCMartin/coMET,coMET,TiphaineCMartin,User,2014-10-02T17:07:38Z,"The coMET package is a web-based plotting tool and R-based package to visualize different genome-wide association scans such as EWAS (epigenome-wide association scan) results in a genomic region of interest. coMET provides a plot of the EWAS association signal and visualisation of the methylation correlation between CpG sites (co-methylation). The coMET package also provides the option to annotate the region using functional genomic information, including both user-defined features and pre-selected features based on the Encode project. The plot can be customized with different parameters, such as plot labels, colours, symbols, heatmap colour scheme, significance thresholds, and including reference CpG sites. Finally, the tool can also be applied to display the correlation patterns of other genomic data, e.g. gene expression array data. ",2,1,1,True,False,True,True
Bioconductor-mirror/ABSSeq,ABSSeq,Bioconductor-mirror,Organization,2015-03-27T12:54:15Z,,0,0,0,False,False,False,False
nielsoledam/devdataprodcoursera,devdataprodcoursera,nielsoledam,User,2015-03-22T14:18:56Z,,0,0,0,True,False,True,True
gschofl/coursedata,coursedata,gschofl,User,2014-06-05T07:35:46Z,Collection of data sets I use in data analysis courses,0,0,0,True,False,True,True
cran/Sabermetrics,Sabermetrics,cran,Organization,2015-02-07T01:43:51Z,Sabermetrics Functions For Baseball Analytics,1,1,1,True,False,False,False
Bioconductor-mirror/betr,betr,Bioconductor-mirror,Organization,2015-03-27T14:36:37Z,,0,0,0,False,False,False,False
cran/stpp,stpp,cran,Organization,2014-03-13T06:32:40Z,"Space-Time Point Pattern simulation, visualisation and analysis",0,0,0,True,False,False,False
cran/marl,marl,cran,Organization,2015-04-17T14:37:29Z,Multivariate Analysis Based on Relative Likelihoods,0,0,0,True,False,False,False
RGLab/Pviz,Pviz,RGLab,Organization,2012-05-07T20:54:22Z,,1,3,3,True,False,True,True
cran/wahc,wahc,cran,Organization,2015-02-23T17:43:51Z,Autocorrelation and Heteroskedasticity Correction in Fixed,0,0,0,True,False,False,False
mronkko/matrixpls,matrixpls,mronkko,User,2013-01-19T12:31:41Z,R package plspm,0,3,3,True,False,True,True
cran/optparse,optparse,cran,Organization,2014-03-13T05:36:19Z,Command line option parser.,0,0,0,True,False,False,False
jeffreyhorner/Rook,Rook,jeffreyhorner,User,2011-04-21T03:53:02Z,A web server interface for R,15,83,83,True,False,True,True
HenrikBengtsson/R.matlab,R.matlab,HenrikBengtsson,User,2014-05-03T02:49:34Z,R package: R.matlab,2,5,5,True,False,True,True
Bioconductor-mirror/coGPS,coGPS,Bioconductor-mirror,Organization,2015-03-27T15:37:53Z,,0,0,0,False,False,False,False
akashjain0205/analytics,analytics,akashjain0205,User,2015-03-16T19:33:57Z,,0,0,0,True,False,True,True
Bioconductor-mirror/mcaGUI,mcaGUI,Bioconductor-mirror,Organization,2015-03-27T16:49:09Z,,0,0,0,False,False,False,False
JoeLugo/cnvGSA,cnvGSA,JoeLugo,User,2015-03-12T13:23:53Z,This package is intended to facilitate gene-set association with rare CNVs in case-control studies.,0,0,0,True,False,True,True
iNZightVIT/iNZightMR,iNZightMR,iNZightVIT,Organization,2013-07-11T02:47:39Z,A package for interacting with and analysing multiple response data.,0,0,0,True,False,True,True
Bioconductor-mirror/RCytoscape,RCytoscape,Bioconductor-mirror,Organization,2015-03-27T14:15:26Z,,0,0,0,False,False,False,False
PPgp/bayesLife,bayesLife,PPgp,Organization,2015-03-12T00:23:17Z,R package for predictions of life expectancy,0,0,0,True,False,True,True
Bioconductor-mirror/qusage,qusage,Bioconductor-mirror,Organization,2015-03-27T19:01:58Z,,0,0,0,False,False,False,False
digeo/stDeaAPI,stDeaAPI,digeo,User,2015-03-12T15:25:28Z,stDeaAPI Description ,0,0,0,True,False,True,True
cran/SOUP,SOUP,cran,Organization,2015-04-04T14:44:05Z,Stochastic Ordering Using Permutations (and Pairwise,0,0,0,True,False,False,False
cran/sae2,sae2,cran,Organization,2015-01-26T11:44:09Z,Small Area Estimation: Time-series Models,0,1,1,True,False,False,False
Bioconductor-mirror/GeneSelector,GeneSelector,Bioconductor-mirror,Organization,2015-03-27T13:59:47Z,,0,0,0,False,False,False,False
ndbrown6/CNtu,CNtu,ndbrown6,User,2014-11-17T13:36:58Z,Copy Number Tree Utilities,0,0,0,True,False,True,True
Bioconductor-mirror/PSICQUIC,PSICQUIC,Bioconductor-mirror,Organization,2015-03-27T14:13:45Z,,0,0,0,False,False,False,False
sjp/grImport2,grImport2,sjp,User,2014-10-06T00:56:04Z,A mirror of the grImport2 package hosted on R-Forge.,0,1,1,True,False,True,True
dutri001/latex2Rmd,latex2Rmd,dutri001,User,2014-11-12T09:09:30Z,"R package to help converting latex files written with sweave of knittr, and containing embedded chunks of R code, into R markdown files, for HTML export",0,1,1,True,False,True,True
Bioconductor-mirror/Rariant,Rariant,Bioconductor-mirror,Organization,2015-03-27T14:17:45Z,,0,0,0,False,False,False,False
cran/peptider,peptider,cran,Organization,2014-03-13T05:45:27Z,Evaluation of diversity in nucleotide libraries,0,0,0,True,False,False,False
Bioconductor-mirror/TargetScore,TargetScore,Bioconductor-mirror,Organization,2015-03-27T14:27:13Z,,0,0,0,False,False,False,False
davidkane9/saipan,saipan,davidkane9,User,2015-01-19T14:33:39Z,,12,0,0,True,False,True,True
vubiostat/PResiduals,PResiduals,vubiostat,Organization,2014-03-07T21:18:15Z,"R libray which computes probability scale residuals and residual correlations for continuous, ordinal, binary, count, and time-to-event data.",0,0,0,True,False,True,True
cran/CDM,CDM,cran,Organization,2014-03-12T18:31:50Z,Cognitive Diagnosis Modeling,1,0,0,True,False,False,False
mclements/psp,psp,mclements,User,2015-02-07T23:26:28Z,R package for paired screen-positive designs,0,0,0,True,False,True,True
jmp75/verifyImpl,verifyImpl,jmp75,User,2014-12-23T02:25:32Z,Tools to help verify the correct implementation of algorithms,0,0,0,True,False,True,True
Bioconductor-mirror/flowMerge,flowMerge,Bioconductor-mirror,Organization,2015-03-27T15:48:12Z,,0,0,0,False,False,False,False
Bioconductor-mirror/MethylSeekR,MethylSeekR,Bioconductor-mirror,Organization,2015-03-27T14:08:59Z,,0,0,0,False,False,False,False
imanuelcostigan/managelocalrepo,managelocalrepo,imanuelcostigan,User,2014-01-08T05:11:27Z,Manage CRAN-like repo on local network,1,2,2,True,False,True,True
hzambran/hydroGOF,hydroGOF,hzambran,User,2015-01-28T03:13:52Z,Goodness-of-fit functions for comparison of simulated and observed hydrological time series,0,0,0,True,False,True,True
qxde01/Rdouban,Rdouban,qxde01,User,2013-02-18T08:50:49Z,获取豆瓣网评论数据的R接口,5,14,14,True,False,True,True
cran/RVAideMemoire,RVAideMemoire,cran,Organization,2014-03-13T03:19:11Z,Diverse basic statistical and graphical functions,0,0,0,True,False,False,False
muschellij2/oro.nifti,oro.nifti,muschellij2,User,2015-03-20T21:58:28Z,"Branch of oro.nifti, adding in fslr helper functions",1,0,0,True,False,True,True
nghiavtr/speaq,speaq,nghiavtr,User,2014-08-14T11:50:08Z,Link to,0,0,0,True,False,True,True
JWiley/semutils,semutils,JWiley,User,2012-08-26T20:06:19Z,R package semutils,0,0,0,True,False,True,True
cran/ctv,ctv,cran,Organization,2014-03-13T04:21:52Z,CRAN Task Views,0,0,0,True,False,False,False
Bioconductor-mirror/annmap,annmap,Bioconductor-mirror,Organization,2015-03-27T14:33:30Z,,0,0,0,False,False,False,False
wertion/testub,testub,wertion,User,2014-12-13T23:54:20Z,,0,0,0,True,False,True,True
lhedjazi/mQTL.NMR,mQTL.NMR,lhedjazi,User,2015-02-23T12:52:47Z,,0,0,0,True,False,True,True
cran/P2C2M,P2C2M,cran,Organization,2014-10-24T06:44:55Z,Posterior Predictive Checks of Coalescent Models,0,0,0,True,False,False,False
MarcoDVisser/AskR,AskR,MarcoDVisser,User,2014-03-25T20:44:17Z,Ask R all those important life decisions ,3,4,4,True,False,True,True
vladpetyuk/LewyBodies.SN.TopDown,LewyBodies.SN.TopDown,vladpetyuk,User,2015-03-28T00:10:34Z,,0,0,0,True,False,True,True
gu-mi/SeqDisp,SeqDisp,gu-mi,User,2014-08-23T20:41:54Z,The Level of Residual Dispersion Variation and the Power of Differential Expression Tests for RNA-Seq Data,1,0,0,True,False,True,True
alku86/SensMixed,SensMixed,alku86,User,2014-12-11T21:53:02Z,,0,0,0,True,False,True,True
mkoohafkan/figr,figr,mkoohafkan,User,2014-05-31T10:13:18Z,first stab at a figure and table reference manager for use with knitr and rmarkdown,0,1,1,True,False,True,True
elsayed-lab/org.LmjF.tritryp.db,org.LmjF.tritryp.db,elsayed-lab,Organization,2015-02-06T19:50:09Z,Genome wide annotations for Leishmania major strain Friedlin,0,0,0,True,False,True,True
jordanbrace/mediation,mediation,jordanbrace,User,2015-02-10T03:12:09Z,,0,0,0,True,False,True,True
USGS-R/mda.streams,mda.streams,USGS-R,Organization,2014-12-08T18:40:49Z,backend tools for powstreams,6,0,0,True,False,True,True
cran/separationplot,separationplot,cran,Organization,2014-03-13T06:16:45Z,Separation Plots,0,0,0,True,False,False,False
NicolasAzzopardi/mlxPlot,mlxPlot,NicolasAzzopardi,User,2015-01-21T12:47:24Z,My personal R scripts for Monolix plots,0,0,0,True,False,True,True
biostuff/CNVPanelizer,CNVPanelizer,biostuff,Organization,2015-01-14T10:19:27Z,Reliable CNV detection in targeted sequencing applications,0,0,0,True,False,True,True
cran/rvalues,rvalues,cran,Organization,2014-07-24T06:44:34Z,Computation of r-values for ranking in high-dimensional,0,0,0,True,False,False,False
surmann/ODEnetwork,ODEnetwork,surmann,User,2015-02-10T10:01:46Z,,0,0,0,True,False,True,True
poisoncreed/cats,cats,poisoncreed,User,2015-03-12T10:45:35Z,Sample Application,0,0,0,True,False,True,True
alko989/s6model,s6model,alko989,User,2014-03-26T19:06:49Z,Data-poor stock assessment using the ASSESS model,0,1,1,True,True,True,True
cran/moonBook,moonBook,cran,Organization,2014-11-30T17:44:43Z,Functions and Datasets for the Book by Keon-Woong Moon,0,0,0,True,False,False,False
lgatto/rauthoring,rauthoring,lgatto,User,2014-06-26T08:45:05Z, An introduction to authoring literate programming documents,0,0,0,True,False,True,True
rpremraj/mailR,mailR,rpremraj,User,2014-02-28T21:59:41Z,A utility to send emails from the R programming environment,8,26,26,True,True,True,True
lahothorn/SiTuR,SiTuR,lahothorn,User,2014-07-25T06:32:46Z,Statistics in Toxicology using R- data,0,0,0,True,False,True,True
RGLab/flowClust,flowClust,RGLab,Organization,2012-09-14T19:59:03Z,Bayesian flowClust,2,1,1,True,False,True,True
cran/breakpoint,breakpoint,cran,Organization,2014-03-13T04:10:16Z,An R Package for Multiple Break-Point Detection via the,1,0,0,True,False,False,False
