"package","version"
"date","1.2-34"
"DATforDCEMRI","0.55"
"dave","1.5"
"Davies","1.1-8"
"dawai","1.1"
"dbarts","0.8-5"
"dbConnect","1.0"
"dbEmpLikeGOF","1.2.4"
"dbEmpLikeNorm","1.0.0"
"DBFTest","1.0"
"DBGSA","1.2"
"DBI","0.3.1"
"DBKGrad","1.6"
"dblcens","1.1.7"
"dbmss","2.2.0"
"db.r","0.1.3"
"dbstats","1.0.4"
"dcemriS4","0.51"
"DCGL","2.1.2"
"dcGOR","1.0.4"
"DCL","0.1.0"
"dclone","2.0-0"
"DCluster","0.2-7"
"dcmle","0.2-4"
"dcmr","1.0"
"dcv","0.1.1"
"ddalpha","1.1.0"
"DDD","2.6"
"DDHFm","1.1.1"
"DDIwR","0.2-0"
"ddst","1.03"
"deal","1.2-37"
"deamer","1.0"
"debug","1.3.1"
"decctools","0.2.0"
"DECIDE","1.2"
"decode","1.0"
"decompr","2.1.0"
"decon","1.2-4"
"Deducer","0.7-7"
"DeducerExtras","1.7"
"DeducerPlugInExample","0.2-0"
"DeducerPlugInScaling","0.1-0"
"DeducerSpatial","0.7"
"DeducerSurvival","0.1-0"
"DeducerText","0.1-2"
"deducorrect","1.3-5"
"deepnet","0.2"
"DEEPR","0.1"
"degenes","1.1"
"degreenet","1.2"
"Delaporte","2.2-2"
"deldir","0.1-9"
"deltaPlotR","1.5"
"Demerelate","0.8-1"
"DEMEtics","0.8-7"
"demi","1.1.2"
"deming","1.0-1"
"demography","1.18"
"demoKde","0.9-3"
"dendextend","0.18.3"
"dendextendRcpp","0.5.1"
"dendroextras","0.2.1"
"DendSer","1.0.1"
"dendsort","0.3.2"
"denpro","0.9.1"
"densityClust","0.1-1"
"Density.T.HoldOut","2.00"
"denstrip","1.5.3"
"DEoptim","2.2-3"
"DEoptimR","1.0-2"
"depend.truncation","2.2"
"depmix","0.9.13"
"depmixS4","1.3-2"
"depth","2.0-0"
"DepthProc","1.0.3"
"depthTools","0.4"
"Deriv","3.0"
"descomponer","1.1"
"descr","1.0.4"
"DescribeDisplay","0.2.4"
"DescTools","0.99.9"
"deseasonalize","1.35"
"DESeq",NA
"DESeq2",NA
"designGG","1.1"
"desirability","1.9"
"desire","1.0.7"
"DESnowball","1.0"
"deSolve","1.11"
"detect","0.3-2"
"deTestSet","1.1.2"
"DetMCD","0.0.2"
"detrendeR","1.0.4"
"DetSel","1.0.2"
"devEMF","2.0"
"Devore7","0.7.6"
"devtools","1.7.0"
"df2json","0.0.2"
"dfcomb","2.0-2"
"dfcrm","0.2-2"
"dfexplore","0.2.1"
"DFIT","1.0-2"
"dfmta","1.1-2"
"dfoptim","2011.8-1"
"dglars","1.0.5"
"dglm","1.8.1"
"dgmb","1.1"
"dgof","1.2"
"dhglm","1.2"
"diagram","1.6.3"
"DiagrammeR","0.4"
"DiagTest3Grp","1.6"
"diaplt","1.2.1"
"dice","1.2"
"DiceDesign","1.6"
"DiceEval","1.3"
"DiceKriging","1.5.4"
"DiceOptim","1.5"
"DiceView","1.3-1"
"dichromat","2.0-0"
"dicionariosIBGE","1.6"
"dielectric","0.2.3"
"diffdepprop","0.1-9"
"diffEq","1.0-1"
"diffeR","0.0-2"
"diffIRT","1.4"
"diffractometry","0.1-8"
"diffusionMap","1.1-0"
"DIFlasso","1.0-1"
"difR","4.5"
"digest","0.6.8"
"Digiroo2","0.6"
"digitalPCR","1.0"
"dils","0.8.1"
"DIME","1.2"
"dinamic","1.0"
"diptest","0.75-6"
"DIRECT","1.0"
"directlabels","2013.6.15"
"directPA","1.0"
"DirichletReg","0.6-2"
"dirmult","0.1.3-4"
"Disake","1.5"
"disclap","1.5"
"disclapmix","1.6"
"DiscML","1.0.1"
"DiscreteInverseWeibull","1.0.1"
"DiscreteLaplace","1.0"
"discreteMTP","0.1-2"
"discreteRV","1.1.4"
"DiscreteWeibull","1.0"
"discretization","1.0-1"
"discrimARTs","0.2"
"DiscriMiner","0.1-29"
"diseasemapping","1.1.7"
"diskmemoiser","1.0-1"
"dismo","1.0-12"
"disp2D","1.0"
"disparityfilter","2.1"
"displayHTS","1.0"
"dispmod","1.1"
"disposables","1.0.0"
"dissUtils","1.0"
"Distance","0.9.3"
"DistatisR","1.0"
"distfree.cr","1.0"
"distillery","1.0-1"
"distory","1.4.2"
"distr","2.5.3"
"distrDoc","2.5.1"
"distrEllipse","2.5"
"distrEx","2.5"
"DistributionUtils","0.5-1"
"distrMod","2.5.3"
"distrom","0.3-1"
"distrRmetrics","2.5"
"distrSim","2.5.2"
"distrTeach","2.5"
"distrTEst","2.5"
"divagis","1.0.0"
"DivE","1.0"
"diveMove","1.3.9"
"diversitree","0.9-7"
"diveRsity","1.9.73"
"DiversitySampler","2.1"
"DivMelt","1.0.3"
"divo","0.1.1"
"dixon","0.0-5"
"dkDNA","0.1.0"
"dlm","1.1-4"
"dlmap","1.13"
"dlmodeler","1.4-2"
"DLMtool","1.34"
"dlnm","2.1.3"
"dma","1.2-2"
"dmm","1.5-1"
"DMR","2.0"
"dmt","0.8.20"
"DMwR","0.4.1"
"dna","1.1-1"
"DNAcopy",NA
"DNAprofiles","0.2"
"DNAtools","0.1-21"
"DnE","2.1.0"
"dnet","1.0.6"
"DNMF","1.0"
"DOBAD","1.0.4"
"doBy","4.5-13"
"docopt","0.4.2"
"documair","0.6-0"
"Dodge","0.8"
"DoE.base","0.26-3"
"DoE.wrapper","0.8-10"
"doMC","1.3.3"
"Dominance","1.0.0"
"domino","0.2-1"
"doMPI","0.2.1"
"doParallel","1.0.8"
"doRedis","1.1.1"
"doRNG","1.6"
"DoseFinding","0.9-12"
"doSNOW","1.0.12"
"dosresmeta","1.3.0"
"dostats","1.3.1"
"dotenv","1.0"
"DoubleCone","1.0"
"DoubleExpSeq","1.0"
"DOvalidation","0.1.0"
"downloader","0.3"
"dpa","1.0-3"
"dpcR","0.1.3.3"
"dpglasso","1.0"
"dplR","1.6.2"
"dplRCon","1.0"
"dplyr","0.4.1"
"dpmixsim","0.0-8"
"DPpackage","1.1-6"
"DPw","1.1.3"
"dr","3.0.9"
"drat","0.0.2"
"drawExpression","1.0"
"drc","2.3-96"
"drfit","0.6.3"
"drgee","1.0.1"
"drm","0.5-8"
"drmdel","1.3.1"
"dropR","0.1"
"drsmooth","1.0"
"ds","3.0"
"dsample","0.91.1"
"DSBayes","1.1"
"dse","2014.11-1"
"DSL","0.1-5"
"dslice","1.1.4"
"dsm","2.2.5"
"DSpat","0.1.6"
"DSsim","1.0.3"
"dst","0.3"
"DStree","1.0"
"DTComPair","1.0.3"
"DTDA","2.1-1"
"dti","1.2-0.1"
"DTK","3.5"
"DTMCPack","0.1-2"
"DTR","1.5"
"dtt","0.1-2"
"dtw","1.17-1"
"dualScale","0.9.1"
"dummies","1.5.6"
"dummy","0.1.0"
"DunnettTests","2.0"
"dunn.test","1.2.3"
"dupiR","1.2"
"dvfBm","1.0"
"DVHmetrics","0.1"
"dvn","0.3.3"
"dygraphs","0.4.2"
"dyn","0.2-9"
"DynamicDistribution","1.1"
"dynamicGraph","0.2.2.6"
"dynamicTreeCut","1.62"
"dynatopmodel","1.0"
"dynaTree","1.2-7"
"dynBiplotGUI","1.1.2"
"DynClust","3.13"
"dynCorr","0.1-2"
"dynia","0.2"
"dynlm","0.3-3"
"DynNom","1.0.1"
"dynsim","1.0"
"dynsurv","0.2-2"
"e1071","1.6-4"
"eaf","1.07"
"earlywarnings","1.0.59"
"earth","4.2.0"
"EasyABC","1.4"
"easyanova","4.0"
"EasyHTMLReport","0.1.1"
"EasyMARK","1.0"
"easynls","4.0"
"EasyStrata","8.6"
"eba","1.7-1"
"ebal","0.1-6"
"EbayesThresh","1.3.2"
"ebdbNet","1.2.3"
"EBEN","1.1.1"
"EBglmnet","3.6"
"EBImage",NA
"EBMAforecast","0.42"
"EBS","3.0"
"ebSNP","1.0"
"Ecdat","0.2-7"
"ecespa","1.1-7"
"Ecfun","0.1-4"
"ecipex","1.0"
"ecodist","1.2.9"
"ecoengine","1.9"
"EcoGenetics","1.1.0"
"EcoHydRology","0.4.12"
"ecolMod","1.2.6"
"ecoreg","0.2"
"ecoretriever","0.1"
"ecosim","1.2"
"ecospat","1.1"
"EcoTroph","1.6"
"ecoval","1.0"
"EcoVirtual","0.1"
"ecp","1.6.2"
"edcc","1.0-0"
"edeR","1.0.0"
"edgeR",NA
"edgeRun","1.0.9"
"EDISON","1.1"
"editrules","2.7.2"
"EDR","0.6-5.1"
"edrGraphicalTools","2.1"
"eegAnalysis","0.0"
"eegkit","1.0-2"
"eegkitdata","1.0"
"eeptools","0.3.1"
"EFDR","0.1.0"
"effects","3.0-3"
"EffectsRelBaseline","0.5"
"EffectStars","1.5"
"EffectTreat","0.1-1"
"effsize","0.5.2"
"ega","1.0.1"
"egcm","1.0.6"
"eggCounts","0.4-1"
"egonet","1.2"
"EGRET","2.1.1"
"eha","2.4-2"
"eHOF","1.5.7"
"EIAdata","0.0.3"
"eigeninv","2011.8-1"
"eigenmodel","1.01"
"eigenprcomp","1.0"
"EILA","0.1-2"
"eiPack","0.1-7"
"eive","2.1"
"eiwild","0.6.7"
"EL","1.0"
"elastic","0.3.0"
"elasticnet","1.1"
"elec","0.1.2"
"elec.strat","0.1.1"
"ElemStatLearn","2012.04-0"
"elliplot","1.1.1"
"ellipse","0.3-8"
"elliptic","1.3-5"
"elmNN","1.0"
"EloRating","0.43"
"elrm","1.2.2"
"ElstonStewart","1.1"
"ELT","1.3"
"EMA","1.4.4"
"embryogrowth","5.1"
"EMC","1.3"
"EMCC","1.2"
"EMCluster","0.2-4"
"EMD","1.5.7"
"emdatr","0.2"
"emdbook","1.3.7"
"emdist","0.3-1"
"EMDomics","0.99.1"
"emil","1.1-6"
"emIRT","0.0.5"
"EMJumpDiffusion","1.4.1"
"emma","0.1-0"
"EMMAgeo","0.9.1"
"emme2","0.9"
"EMMIXcontrasts","1.0.0"
"EMMIXskew","1.0.1"
"EMMIXuskew","0.11-6"
"EMMREML","2.0"
"emoa","0.5-0"
"EMP","2.0.1"
"empiricalFDR.DESeq2","1.0"
"emplik","0.9-9-6"
"emplik2","1.20"
"EMT","1.1"
"emulator","1.2-15"
"EMVC","0.1"
"enaR","2.8.1"
"endogMNP","0.2-1"
"endorse","1.4.1"
"energy","1.6.2"
"english","1.0-1"
"EngrExpt","0.1-8"
"enigma","0.1.1"
"ENiRG","0.1"
"ENMeval","0.1.1"
"ENmisc","1.2-7"
"enpls","1.0"
"EnQuireR","0.10"
"enRich","2.0"
"enrichvs","0.0.5"
"EnsembleBase","0.7.1"
"ensembleBMA","5.1"
"EnsembleCV","0.7.1"
"ensembleMOS","0.7"
"EnsemblePCReg","0.6"
"EnsemblePenReg","0.6"
"ensurer","1.0"
"entropart","1.2.1"
"entropy","1.2.1"
"EntropyEstimation","1.2"
"EntropyExplorer","1.0"
"enviPat","1.9"
"enviPick","1.3"
"EnviroStat","0.4-0"
"EnvNicheR","1.0"
"EnvStats","2.0.0"
"epade","0.3.8"
"Epi","1.1.67"
"epi2loc","1.0-1"
"epibasix","1.3"
"epicalc","2.15.1.0"
"EpiContactTrace","0.8.8"
"EpiDynamics","0.2"
"EpiEstim","1.1-2"
"EpiModel","1.1.3"
"epinet","2.0.9"
"epiR","0.9-62"
"episplineDensity","0.0-1"
"epitools","0.5-7"
"Eplot","1.0"
"epoc","0.2.5-1"
"epr","2.0"
"EQL","1.0-0"
"eqs2lavaan","3.0"
"eqtl","1.1-7"
"equate","2.0-3"
"equateIRT","1.2"
"equivalence","0.6.0"
"erboost","1.2"
"erer","2.3"
"ergm","3.2.4"
"ergm.count","3.1.1"
"ergm.graphlets","1.0.2"
"ergmharris","1.0"
"ergm.userterms","3.1.1"
"eRm","0.15-5"
"ERP","1.0.1"
"erpR","0.2.0"
"ES","1.0"
"ESEA","1.0"
"ESG","0.1"
"ESGtoolkit","0.1"
"esotericR","1.0"
"EstCRM","1.3"
"estimability","1.1"
"estout","1.2"
"EstSimPDMP","1.2"
"etable","1.2.0"
"ETAS","0.0-1"
"etasFLP","1.2.0"
"ETC","1.3"
"ETLUtils","1.2"
"etm","0.6-2"
"eulerian","1.0"
"EvalEst","2012.4-1"
"evaluate","0.5.5"
"Evapotranspiration","1.5"
"EvCombR","0.1-2"
"evd","2.3-0"
"evdbayes","1.1-1"
"eVenn","2.2"
"eventInterval","1.2"
"events","0.5"
"eventstudies","1.1"
"evir","1.7-3"
"evmix","2.4"
"evobiR","1.0"
"evolvability","1.0"
"evora","1.0"
"EvoRAG","2.0"
"evt0","1.1-3"
"evtree","1.0-0"
"EWGoF","2.0"
"Exact","1.4"
"exact2x2","1.4.1"
"exactci","1.3-0"
"ExactCIdiff","1.3"
"exactLoglinTest","1.4.2"
"exactmeta","1.0-2"
"ExactPath","1.0"
"exactRankTests","0.8-28"
"exams","2.0-2"
"ExceedanceTools","1.2.2"
"exCon","0.1-3"
"excursions","2.0.16"
"ExomeDepth","1.1.4"
"expands","1.5"
"ExpDes","1.1.2"
"ExpDes.pt","1.1.2"
"expectreg","0.39"
"experiment","1.1-1"
"expert","1.0-0"
"expm","0.99-1.1"
"expoRkit","0.9"
"ExPosition","2.8.19"
"expoTree","1.0.1"
"expp","1.1"
"expsmooth","2.02"
"exptest","1.2"
"exsic","1.1.1"
"extfunnel","1.3"
"extlasso","0.2"
"extraBinomial","2.1"
"extracat","1.7-1"
"extrafont","0.17"
"extrafontdb","1.0"
"extraTrees","1.0.5"
"ExtremeBounds","0.1.5"
"extRemes","2.0-5"
"extremevalues","2.3.0"
"extWeibQuant","1.1"
"eyetracking","1.1"
"ez","4.2-2"
"ezglm","1.0"
"ezsim","0.5.5"
"fabia",NA
"FacPad","3.0"
"FactMixtAnalysis","1.0"
"FactoClass","1.1.1"
"FactoMineR","1.29"
"factorplot","1.1-1"
"factorQR","0.1-4"
"Factoshiny","1.0"
"FACTscorer","0.1.0"
"factualR","0.5"
"FADA","1.2"
"FAdist","2.1"
"Fahrmeir","2012.04-0"
"fail","1.2"
"FAiR","0.4-15"
"faisalconjoint","1.15"
"falcon","0.1"
"falsy","1.0"
"fame","2.18"
"Familias","2.2"
"FAMILY","0.1.18"
"FAmle","1.3.3"
"FAMT","2.5"
"fanc","1.13"
"fANCOVA","0.5-1"
"fanovaGraph","1.4.7"
"fanplot","3.4.0"
"FAOSTAT","1.9"
"faoutlier","0.4"
"far","0.6-4"
"faraway","1.0.6"
"fArma","3010.79"
"farsi","1.0"
"fAsianOptions","3010.79"
"fAssets","3011.83"
"fast","0.63"
"fastclime","1.2.4"
"fastcluster","1.1.16"
"fastcox","1.1.1"
"fastGHQuad","0.2"
"FastHCS","0.0.4"
"fastHICA","1.0"
"fastICA","1.2-0"
"FastImputation","1.2"
"FastKNN","0.0.1"
"fastM","0.0-2"
"fastmatch","1.0-4"
"FastPCS","0.1.2"
"fastpseudo","0.1"
"fastR","0.8-1"
"FastRCS","0.0.6"
"FastRWeb","1.1-0"
"fastSOM","0.9"
"fat2Lpoly","1.1.1"
"FatTailsR","1.0-3"
"FAwR","1.0.1"
"fBasics","3011.87"
"fbati","1.0-1"
"FBFsearch","1.0"
"FBN","1.5.1"
"fBonds","3010.77"
"fbRanks","2.0"
"fcd","0.1"
"fCertificates","0.5-3"
"fclust","1.1"
"FCMapper","1.0"
"fCopulae","3011.81"
"fcros","1.3"
"FD","1.0-12"
"fda","2.4.4"
"fdakma","1.2"
"fdaMixed","0.4"
"fdasrvf","1.4.2"
"fdatest","2.1"
"fda.usc","1.2.1"
"FDboost","0.0-8"
"FDGcopulas","1.0"
"fdrci","2.0"
"fdrDiscreteNull","1.0"
"FDRreg","0.1"
"fdrtool","1.2.14"
"fds","1.7"
"fdth","1.1-8"
"FeaLect","1.8"
"feature","1.2.11"
"FeatureHashing","0.8"
"features","2011.8-2"
"fechner","1.0-2"
"FedData","1.0"
"federalregister","0.1.2"
"FeedbackTS","1.3.1"
"fExoticOptions","2152.78"
"fExpressCertificates","1.2"
"fExtremes","3010.81"
"ff","2.2-13"
"ffbase","0.11.3"
"FFD","1.0-6"
"FField","0.1.0"
"ffmanova","0.2-2"
"fftw","1.0-3"
"fftwtools","0.9-6"
"fgac","0.6-1"
"FGalgorithm","1.0"
"fGarch","3010.82"
"FGN","2.0-12"
"fgof","0.2-1"
"fgpt","2.3"
"FGSG","1.0.2"
"fgui","1.0-5"
"FHtest","1.1"
"FI","1.0"
"fICA","1.0-2"
"fields","8.2-1"
"FieldSim","3.2.1"
"fifer","1.0"
"filehash","2.2-2"
"filehashSQLite","0.2-4"
"filenamer","0.2"
"fImport","3000.82"
"financial","0.2"
"FinancialInstrument","1.2.0"
"FinAsym","1.0"
"FinCal","0.6"
"FinCovRegularization","1.0.0"
"FindAllRoots","1.0"
"FindIt","0.5"
"FindMinIC","1.6"
"findpython","1.0.1"
"fingerprint","3.5.2"
"finiteruinprob","0.4"
"FinTS","0.4-5"
"FisherEM","1.4"
"fisheyeR","0.9"
"FisHiCal","1.1"
"fishmethods","1.7-0"
"fishMod","0.25"
"fishmove","0.2-1"
"fit4NM","3.3.3"
"FitAR","1.94"
"FitARMA","1.6"
"fitbitScraper","0.1.1"
"fitdistrplus","1.0-4"
"fitDRC","1.1"
"fit.models","0.5-10"
"FITSio","2.0-0"
"fitTetra","1.0"
"FKF","0.1.3"
"flam","1.0"
"flare","1.5.0"
"flashClust","1.01-2"
"flexclust","1.3-4"
"flexCWM","1.4"
"flexmix","2.3-13"
"flexsurv","0.5"
"FLIM","1.2"
"flip","2.4.3"
"FLLat","1.1"
"flora","0.2.3"
"flowCore",NA
"flower","1.0"
"flowfield","1.0"
"FLR","1.0"
"flsa","1.05"
"FLSSS","3.1"
"FluOMatic","1.0"
"Flury","0.1-3"
"flux","0.3-0"
"fma","2.01"
"fmcsR",NA
"FME","1.3.2"
"fmri","1.5-1"
"fmsb","0.5.1"
"FMStable","0.1-2"
"fmt","1.0"
"fMultivar","3011.78"
"FNN","1.1"
"fNonlinear","3010.78"
"foba","0.1"
"fontcm","1.1"
"foodweb","1-0"
"fOptions","3010.83"
"forams","2.0-4"
"foreach","1.4.2"
"ForeCA","0.2.0"
"forecast","5.9"
"foreign","0.8-63"
"forensic","0.2"
"forensim","4.3"
"forestplot","1.1"
"ForImp","1.0.3"
"ForIT","1.0"
"FormalSeries","1.0"
"formatR","1.0"
"Formula","1.2-0"
"formula.tools","1.3.4"
"fortunes","1.5-2"
"forward","1.0.3"
"ForwardSearch","1.0"
"fossil","0.3.7"
"FourScores","1.0"
"fpc","2.1-9"
"fpca","0.2-1"
"FPDclustering","1.0"
"fPortfolio","3011.81"
"fpow","0.0-2"
"fpp","0.5"
"fptdApprox","2.0"
"fracdiff","1.4-2"
"fractal","2.0-0"
"fractaldim","0.8-4"
"fractalrock","1.1.0"
"FRACTION","1.0"
"frailtyHL","1.1"
"frailtypack","2.7.5"
"frair","0.4"
"Frames2","0.1.0"
"FRAPO","0.3-8"
"FRB","1.8"
"frbs","3.0-0"
"FRCC","1.0"
"freeknotsplines","1.0"
"FreeSortR","1.1"
"freestats","0.0.3"
"fRegression","3011.81"
"FREQ","1.0"
"freqMAP","0.2"
"freqparcoord","1.0.0"
"freqweights","1.0.1"
"FRESA.CAD","2.0.2"
"FrF2","1.7-1"
"FrF2.catlg128","1.2-1"
"frm","1.2.2"
"frmhet","1.1.2"
"frmpd","1.0.1"
"frmqa","0.1-5"
"frontier","1.1-0"
"frontiles","1.2"
"frt","0.1"
"fscaret","0.9.3"
"FSelector","0.20"
"fsia","1.0"
"fslr","1.3"
"fso","2.0-1"
"fSRM","0.6.1"
"FTICRMS","0.8"
"ftnonpar","0.1-88"
"fTrading","3010.78"
"fts","0.9.9"
"ftsa","4.2"
"fueleconomy","0.1"
"fugeR","0.1.2"
"fun","0.1-0"
"FunChisq","2.0.2"
"FunCluster","1.09"
"Funclustering","1.0.1"
"FuncMap","1.0-3"
"functional","0.6"
"FunctionalNetworks","1.0.0"
"funFEM","1.1"
"funHDDC","1.0"
"fUnitRoots","3010.78"
"funreg","1.1"
"funtimes","1.0"
"FusedPCA","0.2"
"futile.any","1.3.0"
"futile.logger","1.3.7"
"futile.matrix","1.2.2"
"futile.options","1.0.0"
"futile.paradigm","2.0.4"
"fuzzyFDR","1.0"
"fuzzyMM","1.0.1"
"FuzzyNumbers","0.4-1"
"fuzzyRankTests","0.3-5"
"FuzzyStatProb","1.0"
"FuzzyToolkitUoN","1.0"
"fwdmsa","0.2"
"FWDselect","1.1"
"fwi.fbp","1.5"
"fwsim","0.3.3"
"fxregime","1.0-3"
"G1DBN","3.1.1"
"G2Sd","2.1.3"
"GA","2.2"
"GA4Stratification","1.0"
"GAabbreviate","1.0"
"GABi","0.1"
"GAD","1.1.1"
"GaDiFPT","1.0"
"gains","1.1"
"GAIPE","1.0"
"galts","1.3"
"gam","1.09.1"
"gamair","0.0-8"
"gambin","1.1"
"GAMBoost","1.2-3"
"gamboostLSS","1.1-3"
"gamboostMSM","1.1.87"
"gamclass","0.55"
"games","1.1.2"
"GameTheory","1.0"
"gamlr","1.12-1"
"gamlss","4.3-4"
"gamlss.add","4.3-3"
"gamlss.cens","4.3.1"
"gamlss.data","4.2-7"
"gamlss.demo","4.3-1"
"gamlss.dist","4.3-4"
"gamlss.mx","4.3-1"
"gamlss.nl","4.1-0"
"gamlss.spatial","0.2"
"gamlss.tr","4.3-1"
"gamlss.util","4.3-2"
"gamm4","0.2-3"
"Gammareg","1.0"
"gammSlice","1.3"
"GANPA","1.0"
"GANPAdata","1.0"
"gaoptim","1.1"
"gap","1.1-12"
"gapmap","0.0.2"
"gapminder","0.1.0"
"gaselect","1.0.5"
"gaussDiff","1.1"
"gaussquad","1.0-2"
"gb","1.1.8-8"
"GB2","1.2"
"gbm","2.1.1"
"gbRd","0.4-11"
"gbs","1.0"
"GCAI.bias","1.0"
"gCat","0.1"
"gcbd","0.2.5"
"GCD","3.0.4"
"gcdnet","1.0.4"
"gclus","1.3.1"
"gcmr","0.6.1"
"gconcord","0.41"
"gcookbook","1.0"
"GCPM","1.1.1"
"gcrma",NA
"gdalUtils","0.3.1"
"gdata","2.13.3"
"g.data","2.4"
"GDAtools","1.3"
"GDELTtools","1.2"
"gdimap","0.1-9"
"gdistance","1.1-7"
"gee","4.13-18"
"geeM","0.7.2"
"geepack","1.2-0"
"geesmv","1.0"
"geigen","1.5"
"geiger","2.0.3"
"gelnet","1.0"
"gems","1.0.0"
"gemtc","0.6-1"
"gemtc.jar","0.14.3"
"GenABEL","1.8-0"
"GenABEL.data","1.0.0"
"genalg","0.2.0"
"genasis","1.0"
"GenBinomApps","1.0-2"
"gendata","1.1"
"gender","0.4.3"
"genderizeR","1.0.0"
"GENEAread","1.1.1"
"GeneCycle","1.1.2"
"GeneF","1.0"
"GeneFeST","1.0.1"
"genefilter",NA
"Geneland","4.0.5"
"geneListPie","1.0"
"GeneMeta",NA
"GeneNet","1.2.12"
"genepi","1.0.1"
"geneplotter",NA
"GeneralizedHyperbolic","0.8-1"
"GeneReg","1.1.2"
"GeneSelector",NA
"geneSignatureFinder","2014.02.17"
"genetics","1.3.8.1"
"GeneticSubsetter","0.5"
"GeneticTools","0.3.1"
"GenForImp","1.0"
"GenKern","1.2-60"
"genlasso","1.3"
"GENLIB","1.0.2"
"genMOSS","1.2"
"genMOSSplus","1.0"
"GenomeInfoDb",NA
"GenomicAlignments",NA
"GenomicFeatures",NA
"GenomicRanges",NA
"genoPlotR","0.8.2"
"GenOrd","1.2.0"
"genpathmox","0.2"
"genridge","0.6-5"
"GenSA","1.1.4"
"gensemble","1.0"
"genSurv","1.0.2"
"GenWin","0.1"
"geoBayes","0.2.150308"
"geocodeHERE","0.1.2"
"geoCount","1.150120"
"GeoDE","1.0"
"GeoGenetix","0.0.2"
"GeoLight","1.03"
"GEOmap","2.2-2"
"geomapdata","1.0-4"
"geometry","0.3-5"
"geomorph","2.1.3"
"geonames","0.998"
"geophys","1.3-6"
"GEOquery",NA
"geoR","1.7-4.1"
"geoRglm","0.9-4"
"georob","0.1-5"
"geoscale","1.1"
"geospacom","0.5-7"
"geosphere","1.3-11"
"geospt","1.0-1"
"geostatsp","1.2.1"
"geotools","0.1"
"geotopbricks","1.3.6"
"GeoXp","1.6.2"
"geozoo","0.4.3"
"GESTr","0.1"
"getopt","1.20.0"
"GetoptLong","0.1.0"
"GetR","0.1"
"gets","0.2"
"gettingtothebottom","3.2"
"GEVcdn","1.1.3"
"GEVStableGarch","1.0"
"GExMap","1.1.3"
"gfcanalysis","1.2"
"GGally","0.5.0"
"ggbio",NA
"ggdendro","0.1-15"
"GGEBiplotGUI","1.0-8"
"ggenealogy","0.1.0"
"GGIR","1.1-4"
"gglasso","1.3"
"ggm","2.3"
"ggmap","2.4"
"ggmcmc","0.6"
"GGMselect","0.1-9"
"ggparallel","0.1.1"
"ggplot2","1.0.1"
"ggRandomForests","1.1.3"
"ggROC","1.0"
"ggsubplot","0.3.2"
"ggswissmaps","0.0.2"
"ggthemes","2.1.2"
"ggvis","0.4.1"
"GhcnDaily","1.5"
"GHQp","1.0"
"ghyp","1.5.6"
"GibbsACOV","1.1"
"gibbs.met","1.1-3"
"GIGrvg","0.3"
"GillespieSSA","0.5-4"
"gimme","0.1-1"
"gIPFrm","2.0"
"giRaph","0.1.2"
"GISTools","0.7-4"
"gistr","0.1.0"
"git2r","0.7"
"gitter","1.0.4"
"Giza","1.0"
"GLAD",NA
"glarma","1.3-0"
"glasso","1.8"
"glassomix","1.2"
"glba","0.2"
"glcm","1.2"
"gld","2.2.1"
"GLDEX","2.0.0.2"
"gldist","2160.2"
"GLDreg","1.0.2"
"glinternet","0.9.0"
"gllm","0.35"
"glm2","1.1.2"
"glmc","0.2-4"
"glmdm","2.60"
"glmgraph","1.0.0"
"glmlep","0.1"
"glmm","1.0.1"
"glmmBUGS","2.3"
"glmmGS","0.5-1"
"glmmLasso","1.3.3"
"glmmML","1.0"
"glmnet","1.9-8"
"glmnetcr","1.0.2"
"glmpath","0.97"
"glmpathcr","1.0.3"
"glmulti","1.0.7"
"glmvsd","1.2"
"glmx","0.1-0"
"GlobalAncova",NA
"globalboosttest","1.1-0"
"GlobalDeviance","0.4"
"globalGSA","1.0"
"GlobalOptions","0.0.6"
"globalOptTests","1.1"
"globaltest",NA
"glogis","1.0-0"
"glpkAPI","1.3.0"
"glrt","2.0"
"GLSME","1.0.2"
"gmailr","0.6.0"
"gmatrix","0.2"
"GMCM","1.1.1"
"gMCP","0.8-8"
"GMD","0.3.3"
"GMDH","1.0"
"Gmisc","1.1"
"gmm","1.5-2"
"GMMBoost","1.1.2"
"gmnl","1.0"
"gmodels","2.15.4.1"
"gmp","0.5-12"
"gmt","1.2-0"
"gMWT","0.9"
"GNE","0.99-0"
"gnm","1.0-7"
"gnmf","0.7"
"gnumeric","0.7-2"
"goalprog","1.0-2"
"GO.db",NA
"gof","0.9.1"
"GoFKernel","2.0-5"
"goft","1.0"
"goftest","1.0-2"
"GOGANPA","1.0"
"gogarch","0.7-2"
"golubEsets",NA
"googleVis","0.5.8"
"gooJSON","1.0.01"
"GOplot","1.0"
"goric","0.0-8"
"GOSemSim",NA
"GOstats",NA
"govStatJPN","0.1"
"gpairs","1.2"
"GPareto","1.0.0"
"GPArotation","2014.11-1"
"GPC","0.1"
"gPCA","1.0"
"gpclib","1.5-5"
"GPCSIV","0.1.0"
"gPdtest","0.4"
"GPFDA","2.2"
"GPfit","0.2-1"
"gpk","1.0"
"gplm","0.7-2"
"gplots","2.16.0"
"GPLTR","1.1"
"gpmap","0.1.1"
"gpr","1.1"
"gProfileR","0.5"
"GPseq","0.5"
"gptk","1.08"
"gputools","0.28"
"GPvam","3.0-2"
