"package","version"
"demoKde","0.9-3"
"dendextend","0.17.5"
"dendextendRcpp","0.5.1"
"dendroextras","0.2.1"
"DendSer","1.0.1"
"dendsort","0.3.2"
"denpro","0.9.1"
"densityClust","0.1-1"
"Density.T.HoldOut","2.00"
"denstrip","1.5.3"
"DEoptim","2.2-3"
"DEoptimR","1.0-2"
"depend.truncation","2.1"
"depmix","0.9.12"
"depmixS4","1.3-2"
"depth","2.0-0"
"DepthProc","1.0.3"
"depthTools","0.4"
"descomponer","1.1"
"descr","1.0.4"
"DescribeDisplay","0.2.4"
"DescTools","0.99.8.1"
"deseasonalize","1.35"
"DESeq",NA
"DESeq2",NA
"designGG","1.1"
"desirability","1.6"
"desire","1.0.7"
"DESnowball","1.0"
"deSolve","1.11"
"detect","0.3-2"
"deTestSet","1.1.2"
"DetMCD","0.0.1"
"detrendeR","1.0.4"
"DetSel","1.0.2"
"devEMF","1.2"
"Devore7","0.7.6"
"devtools","1.6.1"
"df2json","0.0.2"
"dfcomb","1.0-1"
"dfcrm","0.2-2"
"dfexplore","0.2.1"
"DFIT","1.0-1"
"dfmta","1.0-3"
"dfoptim","2011.8-1"
"dglars","1.0.5"
"dglm","1.8.1"
"dgmb","1.1"
"dgof","1.2"
"dhglm","1.2"
"diagram","1.6.3"
"DiagTest3Grp","1.6"
"diaplt","1.2.1"
"dice","1.2"
"DiceDesign","1.6"
"DiceEval","1.3"
"DiceKriging","1.5.3"
"DiceOptim","1.4"
"DiceView","1.3-1"
"dichromat","2.0-0"
"dicionariosIBGE","1.6"
"dielectric","0.2.3"
"diffdepprop","0.1-9"
"diffEq","1.0"
"diffeR","0.0-1"
"diffIRT","1.4"
"diffractometry","0.1-8"
"diffusionMap","1.1-0"
"DIFlasso","1.0-1"
"difR","4.5"
"digest","0.6.6"
"Digiroo2","0.6"
"dils","0.8.1"
"DIME","1.2"
"dinamic","1.0"
"diptest","0.75-6"
"DIRECT","1.0"
"directlabels","2013.6.15"
"directPA","1.0"
"DirichletReg","0.6-1"
"dirmult","0.1.3-4"
"Disake","1.0"
"disclap","1.5"
"disclapmix","1.5"
"DiscML","1.0.1"
"DiscreteInverseWeibull","1.0.1"
"DiscreteLaplace","1.0"
"discreteMTP","0.1-2"
"discreteRV","1.1.3"
"DiscreteWeibull","1.0"
"discretization","1.0-1"
"discrimARTs","0.2"
"DiscriMiner","0.1-29"
"diseasemapping","1.1.2"
"diskmemoiser","1.0-1"
"dismo","1.0-5"
"disp2D","1.0"
"displayHTS","1.0"
"dispmod","1.1"
"disposables","1.0.0"
"dissUtils","1.0"
"Distance","0.9.2"
"DistatisR","1.0"
"distfree.cr","1.0"
"distillery","1.0-1"
"distory","1.4.2"
"distr","2.5.3"
"distrDoc","2.5"
"distrEllipse","2.5"
"distrEx","2.5"
"DistributionUtils","0.5-1"
"distrMod","2.5.3"
"distrom","0.3-1"
"distrRmetrics","2.5"
"distrSim","2.5.2"
"distrTeach","2.5"
"distrTEst","2.5"
"divagis","1.0.0"
"DivE","1.0"
"diveMove","1.3.9"
"diversitree","0.9-7"
"diveRsity","1.9.5"
"DiversitySampler","2.1"
"DivMelt","1.0.3"
"dixon","0.0-5"
"dkDNA","0.1.0"
"dlm","1.1-4"
"dlmap","1.13"
"dlmodeler","1.4-2"
"DLMtool","1.34"
"dlnm","2.1.3"
"dma","1.2-2"
"DMR","2.0"
"dmt","0.8.20"
"DMwR","0.4.1"
"dna","1.1-1"
"DNAcopy",NA
"DNAprofiles","0.2"
"DNAtools","0.1-21"
"DnE","2.1.0"
"dnet","1.0.6"
"DOBAD","1.0.4"
"doBy","4.5-13"
"docopt","0.3"
"documair","0.6-0"
"Dodge","0.8"
"DoE.base","0.26-3"
"DoE.wrapper","0.8-10"
"doMC","1.3.3"
"Dominance","1.0.0"
"domino","0.2-1"
"doMPI","0.2"
"doParallel","1.0.8"
"doRedis","1.1.1"
"doRNG","1.6"
"DoseFinding","0.9-12"
"doSNOW","1.0.12"
"dosresmeta","1.3.0"
"dostats","1.3.1"
"dotenv","1.0"
"DoubleCone","1.0"
"DoubleExpSeq","1.0"
"DOvalidation","0.1.0"
"downloader","0.3"
"dpa","1.0-3"
"dpcR","0.1.3.1"
"dpglasso","1.0"
"dplR","1.6.0"
"dplyr","0.3.0.2"
"dpmixsim","0.0-8"
"DPpackage","1.1-6"
"DPw","1.1.3"
"dr","3.0.9"
"drawExpression","1.0"
"drc","2.3-96"
"drfit","0.6.3"
"drgee","1.0.1"
"drm","0.5-8"
"drmdel","1.3"
"drsmooth","1.0"
"ds","3.0"
"dsample","0.91.1"
"DSBayes","1.1"
"dse","2014.11-1"
"DSL","0.1-5"
"dslice","1.1.4"
"dsm","2.2.5"
"DSpat","0.1.6"
"DSsim","1.0.1"
"DStree","1.0"
"DTComPair","1.0.3"
"DTDA","2.1-1"
"dti","1.2-0.1"
"DTK","3.5"
"DTMCPack","0.1-2"
"DTR","1.5"
"dtt","0.1-2"
"dtw","1.17-1"
"dualScale","0.9.1"
"dummies","1.5.6"
"dummy","0.1.0"
"DunnettTests","2.0"
"dunn.test","1.2.1"
"dupiR","1.1"
"dvfBm","1.0"
"dvn","0.3.3"
"dyn","0.2-9"
"DynamicDistribution","1.1"
"dynamicGraph","0.2.2.6"
"dynamicTreeCut","1.62"
"dynatopmodel","1.0"
"dynaTree","1.2-7"
"dynBiplotGUI","1.1.2"
"DynClust","3.13"
"dynCorr","0.1-2"
"dynia","0.2"
"dynlm","0.3-3"
"DynNom","1.0"
"dynsim","1.0"
"dynsurv","0.2-2"
"e1071","1.6-4"
"eaf","1.06"
"earlywarnings","1.0.59"
"earth","4.0.0"
"easingr","1.0.1"
"EasyABC","1.3.1"
"easyanova","4.0"
"EasyHTMLReport","0.1.1"
"EasyMARK","1.0"
"easynls","4.0"
"EasyStrata","8.6"
"eba","1.7-1"
"ebal","0.1-6"
"EbayesThresh","1.3.2"
"ebdbNet","1.2.3"
"EBEN","1.1.1"
"EBglmnet","3.6"
"EBImage",NA
"EBMAforecast","0.42"
"EBS","3.0"
"ebSNP","1.0"
"Ecdat","0.2-7"
"ecespa","1.1-7"
"Ecfun","0.1-3"
"ecipex","1.0"
"ecodist","1.2.9"
"ecoengine","1.6"
"EcoHydRology","0.4.12"
"ecolMod","1.2.5"
"ecoreg","0.2"
"ecoretriever","0.1"
"ecosim","1.2"
"ecospat","1.0"
"EcoTroph","1.6"
"ecoval","1.0"
"EcoVirtual","0.1"
"ecp","1.6.0"
"edcc","1.0-0"
"edeR","1.0.0"
"edgeR",NA
"edgeRun","1.0.9"
"EDISON","1.1"
"editrules","2.7.2"
"EDR","0.6-5.1"
"edrGraphicalTools","2.1"
"eegAnalysis","0.0"
"eegkit","1.0-1"
"eegkitdata","1.0"
"eeptools","0.3.1"
"effects","3.0-3"
"EffectsRelBaseline","0.5"
"EffectStars","1.5"
"EffectTreat","0.1-1"
"effsize","0.5.2"
"ega","1.0.0"
"egcm","1.0.2"
"eggCounts","0.3"
"egonet","1.2"
"EGRET","2.0.2"
"eha","2.4-1"
"eHOF","1.5.4"
"EIAdata","0.0.2"
"eigeninv","2011.8-1"
"eigenmodel","1.01"
"eigenprcomp","1.0"
"EILA","0.1-2"
"eiPack","0.1-7"
"eive","2.1"
"eiwild","0.6.7"
"EL","1.0"
"elasticnet","1.1"
"elec","0.1.2"
"elec.strat","0.1.1"
"ElemStatLearn","2012.04-0"
"elliplot","1.1.1"
"ellipse","0.3-8"
"elliptic","1.3-5"
"elmNN","1.0"
"EloRating","0.43"
"elrm","1.2.2"
"ElstonStewart","1.1"
"ELT","1.3"
"EMA","1.4.4"
"embryogrowth","5.1"
"EMC","1.3"
"EMCC","1.2"
"EMCluster","0.2-4"
"EMD","1.5.7"
"emdatr","0.2"
"emdbook","1.3.6"
"emdist","0.3-1"
"EMDomics","0.99.0"
"emil","1.1-6"
"EMJumpDiffusion","1.4.1"
"emma","0.1-0"
"EMMAgeo","0.9.1"
"emme2","0.9"
"EMMIXcontrasts","1.0.0"
"EMMIXskew","1.0.1"
"EMMIXuskew","0.11-6"
"EMMREML","2.0"
"emoa","0.5-0"
"EMP","1.0.2"
"empiricalFDR.DESeq2","1.0"
"emplik","0.9-9-6"
"EMT","1.1"
"emulator","1.2-15"
"EMVC","0.1"
"enaR","2.8"
"endogMNP","0.2-1"
"endorse","1.4.1"
"energy","1.6.2"
"english","1.0-1"
"EngrExpt","0.1-8"
"enigma","0.1.1"
"ENiRG","0.1"
"ENMeval","0.1.1"
"ENmisc","1.2-7"
"enpls","1.0"
"EnQuireR","0.10"
"enRich","2.0"
"enrichvs","0.0.5"
"EnsembleBase","0.7"
"ensembleBMA","5.0.8"
"EnsembleCV","0.7"
"ensembleMOS","0.7"
"EnsemblePCReg","0.6"
"EnsemblePenReg","0.6"
"ensurer","1.0"
"entropart","1.2.1"
"entropy","1.2.1"
"EntropyEstimation","1.1"
"enviPat","1.9"
"enviPick","1.3"
"EnviroStat","0.4-0"
"EnvNicheR","1.0"
"EnvStats","1.0.3"
"epade","0.3.8"
"Epi","1.1.67"
"epi2loc","1.0-1"
"epibasix","1.3"
"epicalc","2.15.1.0"
"EpiContactTrace","0.8.8"
"EpiDynamics","0.2"
"EpiEstim","1.1-2"
"EpiModel","1.1.2"
"epinet","2.0.9"
"epiR","0.9-59"
"episplineDensity","0.0-1"
"epitools","0.5-7"
"Eplot","1.0"
"epoc","0.2.5-1"
"epr","2.0"
"EQL","1.0-0"
"eqs2lavaan","3.0"
"eqtl","1.1-7"
"equate","2.0-3"
"equateIRT","1.2"
"equivalence","0.6.0"
"erboost","1.2"
"erer","2.3"
"ergm","3.2.4"
"ergm.count","3.1.1"
"ergm.graphlets","1.0.2"
"ergmharris","1.0"
"ergm.userterms","3.1.1"
"eRm","0.15-4"
"ERP","1.0.1"
"erpR","0.2.0"
"ES","1.0"
"ESG","0.1"
"ESGtoolkit","0.1"
"esotericR","1.0"
"EstCRM","1.3"
"estout","1.2"
"EstSimPDMP","1.2"
"etable","1.2.0"
"ETAS","0.0-1"
"etasFLP","1.1.1"
"ETC","1.3"
"ETLUtils","1.2"
"etm","0.6-2"
"eulerian","1.0"
"EvalEst","2012.4-1"
"evaluate","0.5.5"
"Evapotranspiration","1.4"
"EvCombR","0.1-2"
"evd","2.3-0"
"evdbayes","1.1-1"
"eVenn","2.1.6"
"eventInterval","1.0-1"
"events","0.5"
"eventstudies","1.1"
"evir","1.7-3"
"evmix","2.3"
"evobiR","1.0"
"evolvability","1.0"
"evora","1.0"
"EvoRAG","2.0"
"evt0","1.1-3"
"evtree","1.0-0"
"EWGoF","2.0"
"Exact","1.4"
"exact2x2","1.4.0"
"exactci","1.3-0"
"ExactCIdiff","1.3"
"exactLoglinTest","1.4.2"
"exactmeta","1.0-2"
"ExactPath","1.0"
"exactRankTests","0.8-27"
"exams","2.0-0"
"ExceedanceTools","1.2.2"
"exCon","0.1-0"
"excursions","1.1-20140610"
"ExomeDepth","1.0.7"
"expands","1.5"
"ExpDes","1.1.2"
"ExpDes.pt","1.1.2"
"expectreg","0.39"
"experiment","1.1-1"
"expert","1.0-0"
"expm","0.99-1.1"
"expoRkit","0.9"
"ExPosition","2.8.19"
"expoTree","1.0.1"
"expp","1.1"
"expsmooth","2.02"
"exptest","1.2"
"exsic","1.1.1"
"ExtDist","0.3.7"
"extfunnel","1.3"
"extlasso","0.2"
"extraBinomial","2.1"
"extracat","1.7-1"
"extrafont","0.17"
"extrafontdb","1.0"
"extraTrees","1.0.4"
"ExtremeBounds","0.1.4.2"
"extRemes","2.0-3"
"extremevalues","2.3.0"
"extWeibQuant","1.1"
"eyetracking","1.1"
"ez","4.2-2"
"ezglm","1.0"
"ezsim","0.5.5"
"fabia",NA
"FacPad","3.0"
"FactMixtAnalysis","1.0"
"FactoClass","1.1.0"
"FactoMineR","1.28"
"factorplot","1.1-1"
"factorQR","0.1-4"
"factualR","0.5"
"FADA","1.2"
"FAdist","2.0"
"Fahrmeir","2012.04-0"
"fail","1.2"
"FAiR","0.4-15"
"falcon","0.1"
"falsy","1.0"
"fame","2.18"
"Familias","2.1"
"FAMILY","0.1.18"
"FAMT","2.5"
"fanc","1.13"
"fANCOVA","0.5-1"
"fanovaGraph","1.4.7"
"fanplot","3.3"
"FAOSTAT","1.9"
"faoutlier","0.4"
"far","0.6-4"
"faraway","1.0.6"
"fArma","3010.79"
"farsi","1.0"
"fAsianOptions","3010.79"
"fAssets","3011.83"
"fast","0.63"
"fastclime","1.2.4"
"fastcluster","1.1.13"
"fastcox","1.1.1"
"fastGHQuad","0.2"
"FastHCS","0.0.3"
"fastHICA","1.0"
"fastICA","1.2-0"
"FastImputation","1.2"
"fastM","0.0-2"
"fastmatch","1.0-4"
"FastPCS","0.1.1"
"fastR","0.8-1"
"FastRCS","0.0.5"
"FastRWeb","1.1-0"
"fastSOM","0.9"
"fat2Lpoly","1.1.1"
"FatTailsR","1.0-3"
"FAwR","1.0.1"
"fBasics","3011.87"
"fbati","1.0-1"
"FBFsearch","1.0"
"FBN","1.5.1"
"fBonds","3010.77"
"fbRanks","2.0"
"fcd","0.1"
"fCertificates","0.5-3"
"fclust","1.0.1"
"fCopulae","3011.81"
"fcros","1.3"
"FD","1.0-12"
"fda","2.4.4"
"fdakma","1.1.1"
"fdaMixed","0.4"
"fdasrvf","1.4.2"
"fdatest","2.0"
"fda.usc","1.2.1"
"FDboost","0.0-5"
"FDGcopulas","1.0"
"fdrci","2.0"
"FDRreg","0.1"
"fdrtool","1.2.13"
"fds","1.7"
"fdth","1.1-8"
"feature","1.2.11"
"features","2011.8-2"
"fechner","1.0-2"
"federalregister","0.1.2"
"FeedbackTS","1.2"
"fExoticOptions","2152.78"
"fExpressCertificates","1.2"
"fExtremes","3010.81"
"ff","2.2-13"
"ffbase","0.11.3"
"FFD","1.0-2"
"FField","0.1.0"
"ffmanova","0.2-2"
"fftw","1.0-3"
"fftwtools","0.9-6"
"fgac","0.6-1"
"FGalgorithm","1.0"
"fGarch","3010.82"
"FGN","2.0-12"
"fgof","0.2-1"
"FGSG","1.0"
"fgui","1.0-5"
"FHtest","1.1"
"FI","1.0"
"fICA","1.0-2"
"fields","7.1"
"FieldSim","3.1.3"
"fifer","1.0"
"filehash","2.2-2"
"filehashSQLite","0.2-4"
"filenamer","0.2"
"fImport","3000.82"
"financial","0.2"
"FinancialInstrument","1.2.0"
"FinAsym","1.0"
"FinCal","0.6"
"FindAllRoots","1.0"
"FindIt","0.3"
"FindMinIC","1.6"
"findpython","1.0.1"
"fingerprint","3.5.2"
"finiteruinprob","0.4"
"FinTS","0.4-5"
"FisherEM","1.4"
"fisheyeR","0.9"
"FisHiCal","1.1"
"fishmethods","1.7-0"
"fishMod","0.25"
"fishmove","0.2-1"
"fit4NM","3.3.3"
"FitAR","1.94"
"FitARMA","1.6"
"fitdistrplus","1.0-3"
"fitDRC","1.1"
"fit.models","0.5-10"
"FITSio","2.0-0"
"fitTetra","1.0"
"FKF","0.1.3"
"flam","1.0"
"flare","1.5.0"
"flashClust","1.01-2"
"flexclust","1.3-4"
"flexCWM","1.3"
"flexmix","2.3-12"
"FlexParamCurve","1.4-3"
"flexsurv","0.5"
"FLIM","1.2"
"flip","2.4.3"
"FLLat","1.1"
"flora","0.2.3"
"flowCore",NA
"flowfield","1.0"
"FLR","1.0"
"flsa","1.05"
"FLSSS","3.1"
"FluOMatic","1.0"
"Flury","0.1-3"
"flux","0.3-0"
"fma","2.01"
"fmcsR",NA
"FME","1.3.2"
"fmri","1.5-1"
"fmsb","0.5.1"
"FMStable","0.1-2"
"fmt","1.0"
"fMultivar","3011.78"
"FNN","1.1"
"fNonlinear","3010.78"
"foba","0.1"
"fontcm","1.1"
"foodweb","1-0"
"fOptions","3010.83"
"forams","2.0-4"
"foreach","1.4.2"
"ForeCA","0.1"
"forecast","5.6"
"foreign","0.8-61"
"forensic","0.2"
"forensim","4.3"
"ForImp","1.0.2"
"ForIT","1.0"
"FormalSeries","1.0"
"formatR","1.0"
"Formula","1.1-2"
"formula.tools","1.3.4"
"fortunes","1.5-2"
"forward","1.0.3"
"ForwardSearch","1.0"
"fossil","0.3.7"
"FourScores","1.0"
"fpc","2.1-9"
"fpca","0.2-1"
"FPDclustering","1.0"
"fPortfolio","3011.81"
"fpow","0.0-2"
"fpp","0.5"
"fptdApprox","2.0"
"fracdiff","1.4-2"
"fractal","2.0-0"
"fractaldim","0.8-4"
"fractalrock","1.1.0"
"FRACTION","1.0"
"frailtyHL","1.1"
"frailtypack","2.7.2"
"frair","0.4"
"Frames2","0.0.3"
"FRAPO","0.3-8"
"FRB","1.8"
"frbs","2.2-0"
"FRCC","1.0"
"freeknotsplines","1.0"
"FreeSortR","1.1"
"freestats","0.0.3"
"fRegression","3011.81"
"FREQ","1.0"
"freqMAP","0.2"
"freqparcoord","1.0.0"
"freqweights","1.0.1"
"FRESA.CAD","1.0"
"FrF2","1.7-1"
"FrF2.catlg128","1.2-1"
"frm","1.2"
"frmhet","1.0"
"frmqa","0.1-5"
"frontier","1.1-0"
"frontiles","1.2"
"frt","0.1"
"fscaret","0.8.6.3"
"FSelector","0.20"
"fslr","1.3"
"fso","2.0-1"
"fSRM","0.6.1"
"FTICRMS","0.8"
"ftnonpar","0.1-88"
"fTrading","3010.78"
"fts","0.9.9"
"ftsa","4.1"
"fueleconomy","0.1"
"fugeR","0.1.2"
"fun","0.1-0"
"FunChisq","1.0"
"FunCluster","1.09"
"Funclustering","1.0.1"
"FuncMap","1.0-2"
"functional","0.6"
"FunctionalNetworks","1.0.0"
"funFEM","1.0"
"funHDDC","1.0"
"fUnitRoots","3010.78"
"funreg","1.1"
"FusedPCA","0.2"
"futile.any","1.3.0"
"futile.logger","1.3.7"
"futile.matrix","1.2.2"
"futile.options","1.0.0"
"futile.paradigm","2.0.4"
"fuzzyFDR","1.0"
"fuzzyMM","1.0.1"
"FuzzyNumbers","0.3-5"
"fuzzyRankTests","0.3-5"
"FuzzyStatProb","1.0"
"FuzzyToolkitUoN","1.0"
"fwdmsa","0.2"
"FWDselect","1.1"
"fwi.fbp","1.5"
"fwsim","0.3.2"
"fxregime","1.0-3"
"G1DBN","3.1.1"
"G2Sd","2.1.2"
"GA","2.2"
"GA4Stratification","1.0"
"GABi","0.1"
"GAD","1.1.1"
"gains","1.1"
"GAIPE","1.0"
"galts","1.3"
"gam","1.09.1"
"gamair","0.0-8"
"gambin","1.1"
"GAMBoost","1.2-3"
"gamboostLSS","1.1-2"
"gamboostMSM","1.1.87"
"gamclass","0.55"
"games","1.1-1"
"gamlr","1.12-1"
"gamlss","4.3-1"
"gamlss.add","4.3-0"
"gamlss.cens","4.2.7"
"gamlss.data","4.2-7"
"gamlss.demo","4.2-7"
"gamlss.dist","4.3-1"
"gamlss.mx","4.2-7"
"gamlss.nl","4.1-0"
"gamlss.spatial","0.1"
"gamlss.tr","4.2-7"
"gamlss.util","4.2-7"
"gamm4","0.2-3"
"Gammareg","1.0"
"GANPA","1.0"
"GANPAdata","1.0"
"gaoptim","1.1"
"gap","1.1-12"
"gapmap","0.0.2"
"gaussDiff","1.1"
"gaussquad","1.0-2"
"gb","1.1.8-8"
"GB2","1.2"
"gbm","2.1"
"gbRd","0.4-11"
"gbs","1.0"
"GCAI.bias","1.0"
"gCat","0.1"
"gcbd","0.2.5"
"GCD","3.0.4"
"gcdnet","1.0.4"
"gclus","1.3.1"
"gcmr","0.6.1"
"gconcord","0.41"
"gcookbook","1.0"
"GCPM","1.1.1"
"gcrma",NA
"gdalUtils","0.3.1"
"gdata","2.13.3"
"g.data","2.4"
"GDAtools","1.3"
"GDELTtools","1.2"
"gdimap","0.1-8"
"gdistance","1.1-5"
"gdsfmt","1.1.0.1"
"gee","4.13-18"
"geeM","0.7.2"
"geepack","1.2-0"
"geesmv","1.0"
"geigen","1.4"
"geiger","2.0.3"
"gemmR","1.3-2"
"gems","0.9.5"
"gemtc","0.6-1"
"gemtc.jar","0.14.3"
"GenABEL","1.8-0"
"GenABEL.data","1.0.0"
"genalg","0.1.1.1"
"genasis","1.0"
"GenBinomApps","1.0-2"
"gendata","1.0"
"gender","0.4.2"
"GENEAread","1.1.1"
"GeneCycle","1.1.2"
"GeneF","1.0"
"GeneFeST","1.0.1"
"genefilter",NA
"Geneland","4.0.4"
"geneListPie","1.0"
"GeneMeta",NA
"GeneNet","1.2.11"
"genepi","1.0.1"
"geneplotter",NA
"GeneralizedHyperbolic","0.8-1"
"GeneReg","1.1.2"
"GeneSelector",NA
"geneSignatureFinder","2014.02.17"
"genetics","1.3.8.1"
"GeneticSubsetter","0.5"
"GeneticTools","0.3"
"GenKern","1.2-60"
"genlasso","1.3"
"GENLIB","1.0.2"
"genMOSS","1.2"
"genMOSSplus","1.0"
"GenomeInfoDb",NA
"GenomicAlignments",NA
"GenomicFeatures",NA
"GenomicRanges",NA
"genoPlotR","0.8.2"
"GenOrd","1.2.0"
"genpathmox","0.2"
"genridge","0.6-5"
"GenSA","1.1.4"
"gensemble","1.0"
"genSurv","1.0.2"
"GenWin","0.1"
"geoBayes","0.1.3"
"geocodeHERE","0.1.1"
"geoCount","1.131209"
"GeoDE","1.0"
"GeoGenetix","0.0.2"
"GeoLight","1.03"
"GEOmap","2.2-2"
"geomapdata","1.0-4"
"geometry","0.3-5"
"geomorph","2.1.2"
"geonames","0.997"
"geophys","1.3-6"
"GEOquery",NA
"geoR","1.7-4.1"
"geoRglm","0.9-4"
"georob","0.1-5"
"geoscale","1.1"
"geospacom","0.5-7"
"geosphere","1.3-11"
"geospt","1.0-0"
"geostatsp","1.1.5"
"geotools","0.1"
"geotopbricks","1.3.5.4"
"GeoXp","1.6.2"
"geozoo","0.4.3"
"GESTr","0.1"
"getopt","1.20.0"
"GetoptLong","0.0.8"
"GetR","0.1"
"gets","0.1"
"gettingtothebottom","3.2"
"GEVcdn","1.1.3"
"GEVStableGarch","1.0"
"GExMap","1.1.3"
"gfcanalysis","1.2"
"GGally","0.5.0"
"ggbio",NA
"ggdendro","0.1-15"
"GGEBiplotGUI","1.0-8"
"ggHorizon","0.1"
"GGIR","1.1-4"
"gglasso","1.3"
"ggm","2.2"
"ggmap","2.3"
"ggmcmc","0.5.1"
"GGMselect","0.1-9"
"ggparallel","0.1.1"
"ggplot2","1.0.0"
"ggRandomForests","1.1.1"
"ggROC","1.0"
"ggsubplot","0.3.2"
"ggswissmaps","0.0.2"
"ggtern","1.0.3.2"
"ggthemes","1.7.0"
"ggvis","0.4"
"GhcnDaily","1.5"
"GHQp","1.0"
"ghyp","1.5.6"
"GibbsACOV","1.1"
"gibbs.met","1.1-3"
"GIGrvg","0.3"
"GillespieSSA","0.5-4"
"gimme","0.1-1"
"gIPFrm","2.0"
"giRaph","0.1.2"
"GISTools","0.7-4"
"gitter","1.0.4"
"Giza","1.0"
"GLAD",NA
"glarma","1.3-0"
"glasso","1.8"
"glassomix","1.2"
"glcm","1.0"
"gld","2.2.1"
"GLDEX","2.0.0.1"
"gldist","2160.2"
"GLDreg","1.0.1"
"glinternet","0.9.0"
"gllm","0.35"
"glm2","1.1.2"
"glmc","0.2-4"
"glmdm","2.60"
"glmlep","0.1"
"glmmBUGS","2.3"
"glmmGS","0.5-1"
"glmmLasso","1.3.3"
"glmmML","1.0"
"glmnet","1.9-8"
"glmnetcr","1.0.2"
"glmpath","0.97"
"glmpathcr","1.0.3"
"glmulti","1.0.7"
"glmvsd","1.1"
"glmx","0.1-0"
"GlobalAncova",NA
"globalboosttest","1.1-0"
"GlobalDeviance","0.4"
"globalGSA","1.0"
"GlobalOptions","0.0.4"
"globalOptTests","1.1"
"globaltest",NA
"glogis","1.0-0"
"glpkAPI","1.2.11"
"GLSME","1.0.2"
"gmailr","0.6.0"
"gmatrix","0.2"
"GMCM","1.1.1"
"gMCP","0.8-8"
"GMD","0.3.3"
"GMDH","1.0"
"Gmisc","0.6.7"
"gmm","1.5-0"
"GMMBoost","1.1.2"
"gmodels","2.15.4.1"
"gmp","0.5-12"
"gmt","1.2-0"
"gMWT","0.9"
"GNE","0.99-0"
"gnm","1.0-7"
"gnmf","0.7"
"gnumeric","0.7-2"
"goalprog","1.0-2"
"GO.db",NA
"gof","0.9.1"
"GoFKernel","2.0-5"
"goft","1.0"
"goftest","1.0-2"
"GOGANPA","1.0"
"gogarch","0.7-2"
"golubEsets",NA
"googleVis","0.5.6"
"gooJSON","1.0.01"
"goric","0.0-8"
"GOSemSim",NA
"GOstats",NA
"govStatJPN","0.1"
"gpairs","1.2"
"GPArotation","2014.11-1"
"gPCA","1.0"
"gpclib","1.5-5"
"GPCSIV","0.1.0"
"gPdtest","0.4"
"GPFDA","2.2"
"GPfit","0.2-1"
"gpk","1.0"
"gplm","0.7-2"
"gplots","2.15.0"
"GPLTR","0.95"
"gpmap","0.1.1"
"gpr","1.1"
"gProfileR","0.5"
"GPseq","0.5"
"gptk","1.08"
"gputools","0.28"
"GPvam","3.0-2"
"grade","0.2-1"
"GRaF","0.1-12"
"gRain","1.2-3"
"gramEvol","1.2-1"
"GrammR","1.0.1"
"granova","2.1"
"granovaGG","1.2"
"gRapfa","1.0"
"graph",NA
"gRapHD","0.2.4"
"GrapheR","1.9-84"
"graphicsQC","1.0-5"
"GraphPCA","1.0"
"GrassmannOptim","2.0"
"gRbase","1.7-0.1"
"gRc","0.4-1"
"greport","0.5-2"
"Grid2Polygons","0.1-4"
"gridBase","0.4-7"
"gridDebug","0.4-0"
"gridExtra","0.9.1"
"gridGraphics","0.1-2"
"gridGraphviz","0.1"
"gridSVG","1.4-2"
"GriegSmith","1.0"
"gRim","0.1-17"
"grImport","0.9-0"
"grnn","0.1.0"
"groc","1.0.4"
"grofit","1.1.1-1"
"grouped","0.6-0"
"GroupSeq","1.3.2"
"growcurves","0.2.3.9"
"growfunctions","0.11"
"growthmodels","1.2.0"
"growthrate","1.3"
"grplasso","0.4-4"
"grppenalty","2.1-0"
"grpreg","2.8-0"
"grt","0.2"
"GRTo","1.2"
"GSA","1.03"
"GSAgm","1.0"
"gsalib","2.1"
"gsarima","0.1-4"
"gsbDesign","0.96-2"
"gsDesign","2.9-3"
"GSE","3.1"
"GSEABase",NA
"gSeg","0.1"
"gset","1.1.0"
"gsg","2.0"
"GSIF","0.4-3"
"gskat","1.0"
"gsl","1.9-10"
"GSM","1.3.1"
"gsmoothr","0.1.7"
"gss","2.1-4"
"gsscopu","0.9-2"
"gstat","1.0-19"
"gstudio","1.3"
"gsubfn","0.6-6"
"GSVA",NA
"GSVAdata",NA
"gtable","0.1.2"
"gtcorr","0.2-1"
"gte","1.2-1"
"gtools","3.4.1"
"gtx","0.0.8"
"GuardianR","0.5"
"Guerry","1.6-1"
"GUIDE","1.0.9"
"GUILDS","1.2"
"GUIProfiler","0.1.2"
"gumbel","1.05"
"GUniFrac","1.0"
"GUTS","0.3.5"
"gvcm.cat","1.7"
"gvlma","1.0.0.2"
"GWAF","2.1"
"GWASExactHW","1.01"
"gwerAM","1.0"
"GWG","1.0"
"gWidgets","0.0-54"
"gWidgets2","1.0-5"
"gWidgets2RGtk2","1.0-2"
"gWidgets2tcltk","1.0-3"
"gWidgetsRGtk2","0.0-83"
"gWidgetstcltk","0.0-55"
"GWmodel","1.2-3"
"GWRM","1.1"
"gwrr","0.2-1"
"GWsignif","1.0"
"GxM","1.1"
"h2o","2.8.1.1"
"haarfisz","4.5"
"HAC","1.0-1"
"HadoopStreaming","0.2"
"hamlet","0.7"
"HandTill2001","0.2-9"
"Hankel","0.0-1"
"hapassoc","1.2-7"
"HapEstXXR","0.1-7"
"HAPim","1.3"
"Haplin","5.3"
"haplo.ccs","1.3.1"
"HaploSim","1.8.4"
"haplo.stats","1.6.11"
"HAP.ROR","1.0"
